input,output
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 1.429 bps: 21.429 goals_conceded: 1.0 goals_scored: 0.0 ict_index: 2.086 influence: 19.514 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.429 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: 0 
Martin McKeand, who has died aged 86 of bacterial pneumonia, went from the glossy, commercial world of advertising to become producer of Auf Wiedersehen, Pet, one of the grittiest television programmes of the 1980s, reflecting the haves-and-have-nots polarised world under Margaret Thatchers government. He was already producing documentaries for ITV when it hired him to make the new comedy-drama, featuring seven builders finding work in Germany as unemployment soared in Britain. Its also about the insularity of the British abroad, said McKeand, blokes living in prison-hut conditions on German building sites unable to relate to anything or anybody around them. Dick Clement and Ian La Frenais, previously known for sitcoms such as The Likely Lads and Porridge, wrote most of the scripts, from stories devised by Franc Roddam, based on the experiences of Mick Connell, a Stockton-on-Tees bricklayer. McKeand, a hands-on producer, was influenced in the casting by seeing the director Ken Loachs 1981 film Looks and Smiles, about unemployment  set in Sheffield, with local non-professional actors in the lead roles. Seeking to recreate some of this social realism, McKeand sat in on auditions with the director, Roger Bamford, and Barry Ford, casting director of Central Independent Television, which co-produced the series with Witzend Productions. They agreed on Tim Healy and Kevin Whately to play the philosophising Dennis and the ever-homesick Neville, but were stuck on the casting for Oz, the tough character inspired by Connell. Their problem was solved when Jimmy Nail, who had a broken nose and several missing teeth, walked into the auditions. The septet was completed by Timothy Spall as the boring West Midlands electrician Barry, Gary Holton as the womanising cockney carpenter Wayne, Pat Roach as the Bristolian bricklayer and ex-wrestler Bomber, and Christopher Fairbank as the Liverpudlian plasterer Moxey. It was a complicated production. While a construction site, complete with cranes, dumper trucks, portable toilets and thousands of bricks imported from Germany, was built at Elstree studios, location filming was done in Hamburg, doubling as Dsseldorf. And McKeand had to cope with the casts high jinks. Long drinking sessions in the hotel bar led to rowdiness and visits from the police, and the night porter once objected when one cast member brought a sex worker back. I was called into the hotel managers office, recalled McKeand in an article for the programmes official fansite. He was told: In our country, people who make films are artists, civilised people. This does not seem to be true of some of your group. I must ask you to leave. McKeands diplomacy saved the day. He set about keeping his rabble-rousers in order for the rest of the shoot. McKeand felt that the series (1983-84) was under-publicised by Central, but when viewing figures hit almost 14 million, it commissioned a second run, set in Spain and screened in 1986. The producers problems this time included working around industrial action at home by the TV electricians union and a rainy Costa del Sol during filming in Marbella. Even more challenging was the task of completing the series following the death of Holton in October 1985 from an alcohol and morphine overdose. With all location shooting finished, a double was used and scripts were rewritten. Although he was not involved in a later Auf Wiedersehen, Pet revival for the BBC (2002-04), McKeand was proud to have launched Nails career and produced him again in the first two series (1991-92) of the hugely popular Spender, with Nail playing the unorthodox undercover Newcastle detective sergeant, Freddie Spender. Born in Sutton, Surrey, Martin was the son of Joan (nee ten Bruggenkate) and Jay (James) McKeand, who worked in insurance. He attended the City of London school before doing national service with the Royal Army Service Corps in Egypt. After entering the advertising industry in 1955 as a media buyer with Young &amp; Rubicam, he graduated to producer, then worked for several other companies. He joined Brooks Fulford in 1970, becoming its managing director the following year, and helped to create the Smash instant mashed potato commercials with Martian robots and the slogan: For mash, get Smash. Keen to break into television, he was eventually commissioned by the ITV company ATV to produce Havoc (1978), a documentary series about disasters, and the feature-length drama Dirty Money (1979), starring Ian McShane in the real-life story of French neo-fascists committing a bank robbery to finance their terrorist activities. McKeand then became embroiled in the diplomatic row that followed the screening of Death of a Princess (1980), the drama-documentary he co-produced with the director Antony Thomas, for which he had helped to raise funding from half a dozen countries. After seeing its re-enactment of the public executions of a Saudi royal and her male lover, Saudi Arabia imposed sanctions and ejected Britains ambassador from Riyadh. The programme-makers also had to fight off attacks from Conservative politicians in parliament  and critics who condemned the drama-documentary style. Between making Auf Wiedersehen, Pet and Spender, McKeand was Saatchi &amp; Saatchis deputy head of television advertising (1988-89). He returned to TV to produce another comedy-drama by Clement and La Frenais, Full Stretch (1993), starring Kevin McNally as a former footballer running a struggling limousine-hire company, and the first series of Harry (1993), with Michael Elphick as an unscrupulous news agency reporter. McKeands 1965 marriage to Lorna Heaton ended in divorce. He then had a long-term relationship with Jill Forbes, who died in 2001. He is survived by the two children of his marriage, Kate and Richard, his stepson, Alex, and his sister, Janet.  James Martin McKeand, television producer and advertising executive, born 16 August 1935; died 21 January 2022  This article was amended on 3 April 2022. The character Barry from Auf Wiedersehen, Pet has been described as being either from Birmingham or from various towns in the West Midlands. Rather than a Brummie electrician, we have now described him as a West Midlands one.
",7.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 1.429 bps: 22.571 goals_conceded: 1.0 goals_scored: 0.0 ict_index: 2.343 influence: 22.0 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.857 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
Martin McKeand, who has died aged 86 of bacterial pneumonia, went from the glossy, commercial world of advertising to become producer of Auf Wiedersehen, Pet, one of the grittiest television programmes of the 1980s, reflecting the haves-and-have-nots polarised world under Margaret Thatchers government. He was already producing documentaries for ITV when it hired him to make the new comedy-drama, featuring seven builders finding work in Germany as unemployment soared in Britain. Its also about the insularity of the British abroad, said McKeand, blokes living in prison-hut conditions on German building sites unable to relate to anything or anybody around them. Dick Clement and Ian La Frenais, previously known for sitcoms such as The Likely Lads and Porridge, wrote most of the scripts, from stories devised by Franc Roddam, based on the experiences of Mick Connell, a Stockton-on-Tees bricklayer. McKeand, a hands-on producer, was influenced in the casting by seeing the director Ken Loachs 1981 film Looks and Smiles, about unemployment  set in Sheffield, with local non-professional actors in the lead roles. Seeking to recreate some of this social realism, McKeand sat in on auditions with the director, Roger Bamford, and Barry Ford, casting director of Central Independent Television, which co-produced the series with Witzend Productions. They agreed on Tim Healy and Kevin Whately to play the philosophising Dennis and the ever-homesick Neville, but were stuck on the casting for Oz, the tough character inspired by Connell. Their problem was solved when Jimmy Nail, who had a broken nose and several missing teeth, walked into the auditions. The septet was completed by Timothy Spall as the boring West Midlands electrician Barry, Gary Holton as the womanising cockney carpenter Wayne, Pat Roach as the Bristolian bricklayer and ex-wrestler Bomber, and Christopher Fairbank as the Liverpudlian plasterer Moxey. It was a complicated production. While a construction site, complete with cranes, dumper trucks, portable toilets and thousands of bricks imported from Germany, was built at Elstree studios, location filming was done in Hamburg, doubling as Dsseldorf. And McKeand had to cope with the casts high jinks. Long drinking sessions in the hotel bar led to rowdiness and visits from the police, and the night porter once objected when one cast member brought a sex worker back. I was called into the hotel managers office, recalled McKeand in an article for the programmes official fansite. He was told: In our country, people who make films are artists, civilised people. This does not seem to be true of some of your group. I must ask you to leave. McKeands diplomacy saved the day. He set about keeping his rabble-rousers in order for the rest of the shoot. McKeand felt that the series (1983-84) was under-publicised by Central, but when viewing figures hit almost 14 million, it commissioned a second run, set in Spain and screened in 1986. The producers problems this time included working around industrial action at home by the TV electricians union and a rainy Costa del Sol during filming in Marbella. Even more challenging was the task of completing the series following the death of Holton in October 1985 from an alcohol and morphine overdose. With all location shooting finished, a double was used and scripts were rewritten. Although he was not involved in a later Auf Wiedersehen, Pet revival for the BBC (2002-04), McKeand was proud to have launched Nails career and produced him again in the first two series (1991-92) of the hugely popular Spender, with Nail playing the unorthodox undercover Newcastle detective sergeant, Freddie Spender. Born in Sutton, Surrey, Martin was the son of Joan (nee ten Bruggenkate) and Jay (James) McKeand, who worked in insurance. He attended the City of London school before doing national service with the Royal Army Service Corps in Egypt. After entering the advertising industry in 1955 as a media buyer with Young &amp; Rubicam, he graduated to producer, then worked for several other companies. He joined Brooks Fulford in 1970, becoming its managing director the following year, and helped to create the Smash instant mashed potato commercials with Martian robots and the slogan: For mash, get Smash. Keen to break into television, he was eventually commissioned by the ITV company ATV to produce Havoc (1978), a documentary series about disasters, and the feature-length drama Dirty Money (1979), starring Ian McShane in the real-life story of French neo-fascists committing a bank robbery to finance their terrorist activities. McKeand then became embroiled in the diplomatic row that followed the screening of Death of a Princess (1980), the drama-documentary he co-produced with the director Antony Thomas, for which he had helped to raise funding from half a dozen countries. After seeing its re-enactment of the public executions of a Saudi royal and her male lover, Saudi Arabia imposed sanctions and ejected Britains ambassador from Riyadh. The programme-makers also had to fight off attacks from Conservative politicians in parliament  and critics who condemned the drama-documentary style. Between making Auf Wiedersehen, Pet and Spender, McKeand was Saatchi &amp; Saatchis deputy head of television advertising (1988-89). He returned to TV to produce another comedy-drama by Clement and La Frenais, Full Stretch (1993), starring Kevin McNally as a former footballer running a struggling limousine-hire company, and the first series of Harry (1993), with Michael Elphick as an unscrupulous news agency reporter. McKeands 1965 marriage to Lorna Heaton ended in divorce. He then had a long-term relationship with Jill Forbes, who died in 2001. He is survived by the two children of his marriage, Kate and Richard, his stepson, Alex, and his sister, Janet.  James Martin McKeand, television producer and advertising executive, born 16 August 1935; died 21 January 2022  This article was amended on 3 April 2022. The character Barry from Auf Wiedersehen, Pet has been described as being either from Birmingham or from various towns in the West Midlands. Rather than a Brummie electrician, we have now described him as a West Midlands one.
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 1.429 bps: 23.0 goals_conceded: 1.0 goals_scored: 0.0 ict_index: 2.443 influence: 23.029 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 3.0 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: 0 
Martin McKeand, who has died aged 86 of bacterial pneumonia, went from the glossy, commercial world of advertising to become producer of Auf Wiedersehen, Pet, one of the grittiest television programmes of the 1980s, reflecting the haves-and-have-nots polarised world under Margaret Thatchers government. He was already producing documentaries for ITV when it hired him to make the new comedy-drama, featuring seven builders finding work in Germany as unemployment soared in Britain. Its also about the insularity of the British abroad, said McKeand, blokes living in prison-hut conditions on German building sites unable to relate to anything or anybody around them. Dick Clement and Ian La Frenais, previously known for sitcoms such as The Likely Lads and Porridge, wrote most of the scripts, from stories devised by Franc Roddam, based on the experiences of Mick Connell, a Stockton-on-Tees bricklayer. McKeand, a hands-on producer, was influenced in the casting by seeing the director Ken Loachs 1981 film Looks and Smiles, about unemployment  set in Sheffield, with local non-professional actors in the lead roles. Seeking to recreate some of this social realism, McKeand sat in on auditions with the director, Roger Bamford, and Barry Ford, casting director of Central Independent Television, which co-produced the series with Witzend Productions. They agreed on Tim Healy and Kevin Whately to play the philosophising Dennis and the ever-homesick Neville, but were stuck on the casting for Oz, the tough character inspired by Connell. Their problem was solved when Jimmy Nail, who had a broken nose and several missing teeth, walked into the auditions. The septet was completed by Timothy Spall as the boring West Midlands electrician Barry, Gary Holton as the womanising cockney carpenter Wayne, Pat Roach as the Bristolian bricklayer and ex-wrestler Bomber, and Christopher Fairbank as the Liverpudlian plasterer Moxey. It was a complicated production. While a construction site, complete with cranes, dumper trucks, portable toilets and thousands of bricks imported from Germany, was built at Elstree studios, location filming was done in Hamburg, doubling as Dsseldorf. And McKeand had to cope with the casts high jinks. Long drinking sessions in the hotel bar led to rowdiness and visits from the police, and the night porter once objected when one cast member brought a sex worker back. I was called into the hotel managers office, recalled McKeand in an article for the programmes official fansite. He was told: In our country, people who make films are artists, civilised people. This does not seem to be true of some of your group. I must ask you to leave. McKeands diplomacy saved the day. He set about keeping his rabble-rousers in order for the rest of the shoot. McKeand felt that the series (1983-84) was under-publicised by Central, but when viewing figures hit almost 14 million, it commissioned a second run, set in Spain and screened in 1986. The producers problems this time included working around industrial action at home by the TV electricians union and a rainy Costa del Sol during filming in Marbella. Even more challenging was the task of completing the series following the death of Holton in October 1985 from an alcohol and morphine overdose. With all location shooting finished, a double was used and scripts were rewritten. Although he was not involved in a later Auf Wiedersehen, Pet revival for the BBC (2002-04), McKeand was proud to have launched Nails career and produced him again in the first two series (1991-92) of the hugely popular Spender, with Nail playing the unorthodox undercover Newcastle detective sergeant, Freddie Spender. Born in Sutton, Surrey, Martin was the son of Joan (nee ten Bruggenkate) and Jay (James) McKeand, who worked in insurance. He attended the City of London school before doing national service with the Royal Army Service Corps in Egypt. After entering the advertising industry in 1955 as a media buyer with Young &amp; Rubicam, he graduated to producer, then worked for several other companies. He joined Brooks Fulford in 1970, becoming its managing director the following year, and helped to create the Smash instant mashed potato commercials with Martian robots and the slogan: For mash, get Smash. Keen to break into television, he was eventually commissioned by the ITV company ATV to produce Havoc (1978), a documentary series about disasters, and the feature-length drama Dirty Money (1979), starring Ian McShane in the real-life story of French neo-fascists committing a bank robbery to finance their terrorist activities. McKeand then became embroiled in the diplomatic row that followed the screening of Death of a Princess (1980), the drama-documentary he co-produced with the director Antony Thomas, for which he had helped to raise funding from half a dozen countries. After seeing its re-enactment of the public executions of a Saudi royal and her male lover, Saudi Arabia imposed sanctions and ejected Britains ambassador from Riyadh. The programme-makers also had to fight off attacks from Conservative politicians in parliament  and critics who condemned the drama-documentary style. Between making Auf Wiedersehen, Pet and Spender, McKeand was Saatchi &amp; Saatchis deputy head of television advertising (1988-89). He returned to TV to produce another comedy-drama by Clement and La Frenais, Full Stretch (1993), starring Kevin McNally as a former footballer running a struggling limousine-hire company, and the first series of Harry (1993), with Michael Elphick as an unscrupulous news agency reporter. McKeands 1965 marriage to Lorna Heaton ended in divorce. He then had a long-term relationship with Jill Forbes, who died in 2001. He is survived by the two children of his marriage, Kate and Richard, his stepson, Alex, and his sister, Janet.  James Martin McKeand, television producer and advertising executive, born 16 August 1935; died 21 January 2022  This article was amended on 3 April 2022. The character Barry from Auf Wiedersehen, Pet has been described as being either from Birmingham or from various towns in the West Midlands. Rather than a Brummie electrician, we have now described him as a West Midlands one.
",1.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.667 creativity: 0.0 bps: 23.5 goals_conceded: 0.667 goals_scored: 0.0 ict_index: 2.317 influence: 23.267 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.333 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: 0 
",1.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.571 creativity: 0.0 bps: 22.143 goals_conceded: 0.857 goals_scored: 0.0 ict_index: 2.257 influence: 22.714 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.143 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 18.429 goals_conceded: 0.857 goals_scored: 0.0 ict_index: 1.843 influence: 18.514 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.714 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",7.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 17.857 goals_conceded: 0.857 goals_scored: 0.0 ict_index: 1.8 influence: 18.029 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.714 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 18.714 goals_conceded: 1.0 goals_scored: 0.0 ict_index: 1.929 influence: 19.286 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.0 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -1 
",-1.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.286 creativity: 0.0 bps: 14.286 goals_conceded: 1.429 goals_scored: 0.0 ict_index: 1.529 influence: 15.371 minutes: 77.143 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.571 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -1 
",8.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.286 creativity: 0.0 bps: 14.857 goals_conceded: 1.429 goals_scored: 0.0 ict_index: 1.643 influence: 16.4 minutes: 77.143 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.714 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",7.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 18.857 goals_conceded: 1.0 goals_scored: 0.0 ict_index: 2.029 influence: 20.229 minutes: 77.143 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.143 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 18.857 goals_conceded: 0.857 goals_scored: 0.0 ict_index: 1.957 influence: 19.4 minutes: 77.143 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.143 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -1 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.571 creativity: 0.0 bps: 22.286 goals_conceded: 0.857 goals_scored: 0.0 ict_index: 2.043 influence: 20.314 minutes: 90.0 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.286 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.571 creativity: 0.0 bps: 21.143 goals_conceded: 0.857 goals_scored: 0.0 ict_index: 1.729 influence: 17.114 minutes: 90.0 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.857 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.571 creativity: 0.0 bps: 19.714 goals_conceded: 0.714 goals_scored: 0.0 ict_index: 1.429 influence: 14.229 minutes: 90.0 own_goals: 0.143 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.429 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.571 creativity: 0.0 bps: 21.429 goals_conceded: 0.571 goals_scored: 0.0 ict_index: 1.686 influence: 16.771 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.714 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -1 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 18.143 goals_conceded: 0.714 goals_scored: 0.0 ict_index: 1.343 influence: 13.429 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.286 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.286 creativity: 0.0 bps: 12.857 goals_conceded: 0.714 goals_scored: 0.0 ict_index: 0.886 influence: 8.886 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.857 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 14.286 goals_conceded: 0.571 goals_scored: 0.0 ict_index: 0.9 influence: 9.057 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.857 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",3.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.286 creativity: 0.0 bps: 13.143 goals_conceded: 0.714 goals_scored: 0.0 ict_index: 1.271 influence: 12.743 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.286 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.286 creativity: 0.0 bps: 13.571 goals_conceded: 0.714 goals_scored: 0.0 ict_index: 1.357 influence: 13.714 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.429 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",10.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.429 creativity: 0.0 bps: 17.857 goals_conceded: 0.571 goals_scored: 0.0 ict_index: 1.786 influence: 17.971 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.0 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",5.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.429 creativity: 1.429 bps: 18.714 goals_conceded: 0.429 goals_scored: 0.0 ict_index: 1.914 influence: 17.8 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.571 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.571 creativity: 1.429 bps: 21.857 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.143 influence: 20.0 minutes: 77.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 1.857 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -2 
",9.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.714 creativity: 1.429 bps: 26.571 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.571 influence: 24.314 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.429 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",9.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.714 creativity: 1.429 bps: 27.0 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.7 influence: 25.657 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.714 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.857 creativity: 1.429 bps: 28.143 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 2.471 influence: 23.286 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.429 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.857 creativity: 1.429 bps: 28.571 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 2.586 influence: 24.429 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.571 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 1 
",1.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.714 creativity: 1.429 bps: 25.0 goals_conceded: 0.429 goals_scored: 0.0 ict_index: 2.386 influence: 22.4 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.143 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -2 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.857 creativity: 0.0 bps: 26.429 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.157 influence: 21.514 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.286 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",6.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.857 creativity: 0.0 bps: 25.286 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.0 influence: 20.029 minutes: 90.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 2.143 threat: 0.0 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -1 
",9.0
