input,output
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.0 creativity: 3.329 bps: 0.429 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 0.871 influence: 0.6 minutes: 11.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 4.714 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",4.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.0 creativity: 1.8 bps: 1.571 goals_conceded: 0.0 goals_scored: 0.0 ict_index: 0.514 influence: 2.514 minutes: 2.286 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 0.857 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",1.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.0 creativity: 1.929 bps: 1.857 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 0.543 influence: 2.6 minutes: 6.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 0.857 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -1 
",1.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.0 creativity: 3.643 bps: 2.286 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 0.743 influence: 2.943 minutes: 9.429 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 0.857 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.0 creativity: 3.643 bps: 2.286 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 0.743 influence: 2.943 minutes: 9.429 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 0.857 yellow_cards: 0.0 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",5.0
"The rolling averages over the last 6 weeks
assists: 0.286 clean_sheets: 0.143 creativity: 7.757 bps: 5.286 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 1.843 influence: 6.143 minutes: 20.429 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 4.571 yellow_cards: 0.0 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",1.0
"The rolling averages over the last 6 weeks
assists: 0.286 clean_sheets: 0.143 creativity: 8.543 bps: 5.857 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.1 influence: 6.714 minutes: 33.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 5.714 yellow_cards: 0.143 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.286 clean_sheets: 0.143 creativity: 8.843 bps: 5.714 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 3.129 influence: 7.857 minutes: 41.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 14.571 yellow_cards: 0.286 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.286 creativity: 7.8 bps: 5.286 goals_conceded: 0.286 goals_scored: 0.0 ict_index: 2.886 influence: 6.429 minutes: 52.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 14.571 yellow_cards: 0.286 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.286 creativity: 7.671 bps: 5.0 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 2.857 influence: 6.343 minutes: 47.857 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 14.571 yellow_cards: 0.286 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.286 creativity: 5.957 bps: 4.571 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 2.657 influence: 6.0 minutes: 45.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 14.571 yellow_cards: 0.286 For this game, these are the stats
was_home: 1 difficulty_gap: -2 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.143 clean_sheets: 0.286 creativity: 5.957 bps: 4.571 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 2.657 influence: 6.0 minutes: 45.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 14.571 yellow_cards: 0.286 For this game, these are the stats
was_home: 0 difficulty_gap: -2 
",0.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.143 creativity: 1.843 bps: 1.571 goals_conceded: 0.143 goals_scored: 0.0 ict_index: 1.557 influence: 2.8 minutes: 34.0 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 10.857 yellow_cards: 0.286 For this game, these are the stats
was_home: 0 difficulty_gap: 0 
",4.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.143 creativity: 1.257 bps: 4.143 goals_conceded: 0.0 goals_scored: 0.143 ict_index: 2.3 influence: 7.086 minutes: 26.143 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 14.714 yellow_cards: 0.286 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
",2.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.286 creativity: 1.743 bps: 6.429 goals_conceded: 0.0 goals_scored: 0.143 ict_index: 2.171 influence: 7.6 minutes: 30.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 12.429 yellow_cards: 0.143 For this game, these are the stats
was_home: 0 difficulty_gap: 1 
",1.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.143 creativity: 0.986 bps: 5.714 goals_conceded: 0.0 goals_scored: 0.143 ict_index: 1.9 influence: 6.514 minutes: 18.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 11.571 yellow_cards: 0.143 For this game, these are the stats
was_home: 1 difficulty_gap: -2 
Benfica salvaged pride at Anfield whereas Liverpool preserved dreams of a seventh European crown and unprecedented quadruple. Jrgen Klopp will consider it a decent exchange. There was humility to Liverpools exit after the final whistle in comparison with jubilant scenes among Benfica fans who serenaded the classy Darwin Nez and co after their late, VAR-shaped recovery. Perhaps the lapses in concentration when comfortably ahead were playing on Liverpool minds, or the knowledge they must go again in the FA Cup semi-final against Manchester City on Saturday, but they had cause for celebration regardless. A Champions League semi-final against Villarreal awaits Liverpool after a fluctuating contest when a header from Ibrahima Konat and a brace from Roberto Firmino extended the comfort of their 3-1 first leg lead. Benfica fought back from 3-1 down on the night courtesy of two late goals that were disallowed for offside before being awarded by VAR. Nez had two other goals ruled out for offside. Their efforts were in vain. Liverpool march on to a 12th European Cup/Champions League semi-final, equalling Manchester Uniteds record for an English club, and remain confidently on course for a third Champions League final in five seasons under Klopp. On the two previous occasions Liverpool defeated Benfica in the quarter-finals  1978 and 1984  they went on to lift the trophy. Klopp is more concerned by practicalities than omens and made seven changes from the team that started Sundays draw at City on the basis the quarter-final second leg demanded the freshest legs. His schedule necessitates rotation but there was no doubt the team sheet will have raised Benficas hopes before kick-off. They were only ever slender hopes. This was Liverpools 200th European game at Anfield. Only seven of the previous 199 had ended in a loss of two goals or more. There was a minutes silence before the game in memory of the 97 Liverpool fans unlawfully killed at Hillsborough 33 years ago this Friday. It would be nice to report that it was impeccably observed but a few moronic individuals in the Benfica section, ignoring the shushes that came from the majority around them, decided otherwise. With Mohamed Salah rested on the bench for the first time in a Champions League game this season Klopp tasked Luis Daz with troubling Benfica from the right. The former Porto winger again impressed against his old rivals, with his pace, touch and direct movement a constant thorn in the visitors defence. A threaded ball from Jordan Henderson enabled Daz to exchanges passes with Firmino before darting to the byline and crossing dangerously into the Benfica goalmouth. Goalkeeper Odisseas Vlachodimos, injured moments earlier when saving bravely at the feet of Diogo Jota, fumbled under pressure from James Milner but recovered in time to claw the loose ball away from Firmino. Liverpool remained on the attack and opened the scoring with a repeat of their first goal at Estdio da Luz. Kostas Tsimikas, starting in place of Andy Robertson, swung a corner into the Benfica area where Konat rose above a statuesque Jan Vertonghen and Nicols Otamendi to head inside Vlachodimos left hand corner. Konat had opened his Liverpool account in similar style eight days ago. Lessons had not been learned in the Benfica defence. There were warning signs for Liverpool, however. Everton curled a shot just wide of Alissons top corner in the opening minutes and Nez thought he had cancelled out Konats header with an exquisite chip over the Liverpool goalkeeper. The dangerous centre-forward was offside when racing through on to Evertons pass, however. Benfica were growing more confident on the ball, encouraged by some loose Liverpool play, and levelled for the first time on the night when Gonalo Ramos beat Alisson with a convincing finish. Liverpool looked to VAR to save them with an offside call against Ramos but Milner, challenging Diogo Gonalves in midfield, had inadvertently played the goalscorer through. Liverpool should have restored their lead before the interval but Firmino delayed a pass to an unmarked Daz and gave Alejandro Grimaldo time to sweep clear. The Colombia international was far from impressed. The Brazilian made amends with two goals in quick succession early in the second half. His first was a shambles from a Portuguese perspective. Naby Keta instigated the move with a piercing pass towards Daz. Vlachodimos arrived first but the goalkeeper, impressive in the first leg, fumbled once again and forced Vertonghen into a desperate clearance that he sliced to Jota. The Liverpool striker scuffed his shot across goal but Firmino was on hand to convert into an empty net. Firminos second was a controlled volley at the back post from a Tsimikas free-kick that sailed over the Benfica defence. Liverpool were coasting into the last four and switched off as a result. Benfica substitute Roman Yaremchuk was flagged offside after receiving Julian Weigls pass, rounding Alisson and rolling into an unguarded net. VAR spotted he had been played onside by Joe Gomez and Benfica had a lifeline in the game, if not the tie. A third followed in similar fashion. Nezs cool finish after collecting a long ball out of defence was disallowed and then awarded after a lengthy VAR review. The Uruguay forward struck again in the 95th minute but this time he was offside. Liverpools quest continues.
",0.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.143 creativity: 0.986 bps: 5.714 goals_conceded: 0.0 goals_scored: 0.143 ict_index: 1.9 influence: 6.514 minutes: 18.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 11.571 yellow_cards: 0.143 For this game, these are the stats
was_home: 1 difficulty_gap: -3 
Benfica salvaged pride at Anfield whereas Liverpool preserved dreams of a seventh European crown and unprecedented quadruple. Jrgen Klopp will consider it a decent exchange. There was humility to Liverpools exit after the final whistle in comparison with jubilant scenes among Benfica fans who serenaded the classy Darwin Nez and co after their late, VAR-shaped recovery. Perhaps the lapses in concentration when comfortably ahead were playing on Liverpool minds, or the knowledge they must go again in the FA Cup semi-final against Manchester City on Saturday, but they had cause for celebration regardless. A Champions League semi-final against Villarreal awaits Liverpool after a fluctuating contest when a header from Ibrahima Konat and a brace from Roberto Firmino extended the comfort of their 3-1 first leg lead. Benfica fought back from 3-1 down on the night courtesy of two late goals that were disallowed for offside before being awarded by VAR. Nez had two other goals ruled out for offside. Their efforts were in vain. Liverpool march on to a 12th European Cup/Champions League semi-final, equalling Manchester Uniteds record for an English club, and remain confidently on course for a third Champions League final in five seasons under Klopp. On the two previous occasions Liverpool defeated Benfica in the quarter-finals  1978 and 1984  they went on to lift the trophy. Klopp is more concerned by practicalities than omens and made seven changes from the team that started Sundays draw at City on the basis the quarter-final second leg demanded the freshest legs. His schedule necessitates rotation but there was no doubt the team sheet will have raised Benficas hopes before kick-off. They were only ever slender hopes. This was Liverpools 200th European game at Anfield. Only seven of the previous 199 had ended in a loss of two goals or more. There was a minutes silence before the game in memory of the 97 Liverpool fans unlawfully killed at Hillsborough 33 years ago this Friday. It would be nice to report that it was impeccably observed but a few moronic individuals in the Benfica section, ignoring the shushes that came from the majority around them, decided otherwise. With Mohamed Salah rested on the bench for the first time in a Champions League game this season Klopp tasked Luis Daz with troubling Benfica from the right. The former Porto winger again impressed against his old rivals, with his pace, touch and direct movement a constant thorn in the visitors defence. A threaded ball from Jordan Henderson enabled Daz to exchanges passes with Firmino before darting to the byline and crossing dangerously into the Benfica goalmouth. Goalkeeper Odisseas Vlachodimos, injured moments earlier when saving bravely at the feet of Diogo Jota, fumbled under pressure from James Milner but recovered in time to claw the loose ball away from Firmino. Liverpool remained on the attack and opened the scoring with a repeat of their first goal at Estdio da Luz. Kostas Tsimikas, starting in place of Andy Robertson, swung a corner into the Benfica area where Konat rose above a statuesque Jan Vertonghen and Nicols Otamendi to head inside Vlachodimos left hand corner. Konat had opened his Liverpool account in similar style eight days ago. Lessons had not been learned in the Benfica defence. There were warning signs for Liverpool, however. Everton curled a shot just wide of Alissons top corner in the opening minutes and Nez thought he had cancelled out Konats header with an exquisite chip over the Liverpool goalkeeper. The dangerous centre-forward was offside when racing through on to Evertons pass, however. Benfica were growing more confident on the ball, encouraged by some loose Liverpool play, and levelled for the first time on the night when Gonalo Ramos beat Alisson with a convincing finish. Liverpool looked to VAR to save them with an offside call against Ramos but Milner, challenging Diogo Gonalves in midfield, had inadvertently played the goalscorer through. Liverpool should have restored their lead before the interval but Firmino delayed a pass to an unmarked Daz and gave Alejandro Grimaldo time to sweep clear. The Colombia international was far from impressed. The Brazilian made amends with two goals in quick succession early in the second half. His first was a shambles from a Portuguese perspective. Naby Keta instigated the move with a piercing pass towards Daz. Vlachodimos arrived first but the goalkeeper, impressive in the first leg, fumbled once again and forced Vertonghen into a desperate clearance that he sliced to Jota. The Liverpool striker scuffed his shot across goal but Firmino was on hand to convert into an empty net. Firminos second was a controlled volley at the back post from a Tsimikas free-kick that sailed over the Benfica defence. Liverpool were coasting into the last four and switched off as a result. Benfica substitute Roman Yaremchuk was flagged offside after receiving Julian Weigls pass, rounding Alisson and rolling into an unguarded net. VAR spotted he had been played onside by Joe Gomez and Benfica had a lifeline in the game, if not the tie. A third followed in similar fashion. Nezs cool finish after collecting a long ball out of defence was disallowed and then awarded after a lengthy VAR review. The Uruguay forward struck again in the 95th minute but this time he was offside. Liverpools quest continues.
",0.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.143 creativity: 0.986 bps: 5.714 goals_conceded: 0.0 goals_scored: 0.143 ict_index: 1.9 influence: 6.514 minutes: 18.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 11.571 yellow_cards: 0.143 For this game, these are the stats
was_home: 0 difficulty_gap: -1 
Benfica salvaged pride at Anfield whereas Liverpool preserved dreams of a seventh European crown and unprecedented quadruple. Jrgen Klopp will consider it a decent exchange. There was humility to Liverpools exit after the final whistle in comparison with jubilant scenes among Benfica fans who serenaded the classy Darwin Nez and co after their late, VAR-shaped recovery. Perhaps the lapses in concentration when comfortably ahead were playing on Liverpool minds, or the knowledge they must go again in the FA Cup semi-final against Manchester City on Saturday, but they had cause for celebration regardless. A Champions League semi-final against Villarreal awaits Liverpool after a fluctuating contest when a header from Ibrahima Konat and a brace from Roberto Firmino extended the comfort of their 3-1 first leg lead. Benfica fought back from 3-1 down on the night courtesy of two late goals that were disallowed for offside before being awarded by VAR. Nez had two other goals ruled out for offside. Their efforts were in vain. Liverpool march on to a 12th European Cup/Champions League semi-final, equalling Manchester Uniteds record for an English club, and remain confidently on course for a third Champions League final in five seasons under Klopp. On the two previous occasions Liverpool defeated Benfica in the quarter-finals  1978 and 1984  they went on to lift the trophy. Klopp is more concerned by practicalities than omens and made seven changes from the team that started Sundays draw at City on the basis the quarter-final second leg demanded the freshest legs. His schedule necessitates rotation but there was no doubt the team sheet will have raised Benficas hopes before kick-off. They were only ever slender hopes. This was Liverpools 200th European game at Anfield. Only seven of the previous 199 had ended in a loss of two goals or more. There was a minutes silence before the game in memory of the 97 Liverpool fans unlawfully killed at Hillsborough 33 years ago this Friday. It would be nice to report that it was impeccably observed but a few moronic individuals in the Benfica section, ignoring the shushes that came from the majority around them, decided otherwise. With Mohamed Salah rested on the bench for the first time in a Champions League game this season Klopp tasked Luis Daz with troubling Benfica from the right. The former Porto winger again impressed against his old rivals, with his pace, touch and direct movement a constant thorn in the visitors defence. A threaded ball from Jordan Henderson enabled Daz to exchanges passes with Firmino before darting to the byline and crossing dangerously into the Benfica goalmouth. Goalkeeper Odisseas Vlachodimos, injured moments earlier when saving bravely at the feet of Diogo Jota, fumbled under pressure from James Milner but recovered in time to claw the loose ball away from Firmino. Liverpool remained on the attack and opened the scoring with a repeat of their first goal at Estdio da Luz. Kostas Tsimikas, starting in place of Andy Robertson, swung a corner into the Benfica area where Konat rose above a statuesque Jan Vertonghen and Nicols Otamendi to head inside Vlachodimos left hand corner. Konat had opened his Liverpool account in similar style eight days ago. Lessons had not been learned in the Benfica defence. There were warning signs for Liverpool, however. Everton curled a shot just wide of Alissons top corner in the opening minutes and Nez thought he had cancelled out Konats header with an exquisite chip over the Liverpool goalkeeper. The dangerous centre-forward was offside when racing through on to Evertons pass, however. Benfica were growing more confident on the ball, encouraged by some loose Liverpool play, and levelled for the first time on the night when Gonalo Ramos beat Alisson with a convincing finish. Liverpool looked to VAR to save them with an offside call against Ramos but Milner, challenging Diogo Gonalves in midfield, had inadvertently played the goalscorer through. Liverpool should have restored their lead before the interval but Firmino delayed a pass to an unmarked Daz and gave Alejandro Grimaldo time to sweep clear. The Colombia international was far from impressed. The Brazilian made amends with two goals in quick succession early in the second half. His first was a shambles from a Portuguese perspective. Naby Keta instigated the move with a piercing pass towards Daz. Vlachodimos arrived first but the goalkeeper, impressive in the first leg, fumbled once again and forced Vertonghen into a desperate clearance that he sliced to Jota. The Liverpool striker scuffed his shot across goal but Firmino was on hand to convert into an empty net. Firminos second was a controlled volley at the back post from a Tsimikas free-kick that sailed over the Benfica defence. Liverpool were coasting into the last four and switched off as a result. Benfica substitute Roman Yaremchuk was flagged offside after receiving Julian Weigls pass, rounding Alisson and rolling into an unguarded net. VAR spotted he had been played onside by Joe Gomez and Benfica had a lifeline in the game, if not the tie. A third followed in similar fashion. Nezs cool finish after collecting a long ball out of defence was disallowed and then awarded after a lengthy VAR review. The Uruguay forward struck again in the 95th minute but this time he was offside. Liverpools quest continues.
",0.0
"The rolling averages over the last 6 weeks
assists: 0.0 clean_sheets: 0.143 creativity: 0.986 bps: 5.714 goals_conceded: 0.0 goals_scored: 0.143 ict_index: 1.9 influence: 6.514 minutes: 18.571 own_goals: 0.0 penalties_missed: 0.0 penalties_saved: 0.0 red_cards: 0.0 saves: 0.0 threat: 11.571 yellow_cards: 0.143 For this game, these are the stats
was_home: 1 difficulty_gap: -2 
Benfica salvaged pride at Anfield whereas Liverpool preserved dreams of a seventh European crown and unprecedented quadruple. Jrgen Klopp will consider it a decent exchange. There was humility to Liverpools exit after the final whistle in comparison with jubilant scenes among Benfica fans who serenaded the classy Darwin Nez and co after their late, VAR-shaped recovery. Perhaps the lapses in concentration when comfortably ahead were playing on Liverpool minds, or the knowledge they must go again in the FA Cup semi-final against Manchester City on Saturday, but they had cause for celebration regardless. A Champions League semi-final against Villarreal awaits Liverpool after a fluctuating contest when a header from Ibrahima Konat and a brace from Roberto Firmino extended the comfort of their 3-1 first leg lead. Benfica fought back from 3-1 down on the night courtesy of two late goals that were disallowed for offside before being awarded by VAR. Nez had two other goals ruled out for offside. Their efforts were in vain. Liverpool march on to a 12th European Cup/Champions League semi-final, equalling Manchester Uniteds record for an English club, and remain confidently on course for a third Champions League final in five seasons under Klopp. On the two previous occasions Liverpool defeated Benfica in the quarter-finals  1978 and 1984  they went on to lift the trophy. Klopp is more concerned by practicalities than omens and made seven changes from the team that started Sundays draw at City on the basis the quarter-final second leg demanded the freshest legs. His schedule necessitates rotation but there was no doubt the team sheet will have raised Benficas hopes before kick-off. They were only ever slender hopes. This was Liverpools 200th European game at Anfield. Only seven of the previous 199 had ended in a loss of two goals or more. There was a minutes silence before the game in memory of the 97 Liverpool fans unlawfully killed at Hillsborough 33 years ago this Friday. It would be nice to report that it was impeccably observed but a few moronic individuals in the Benfica section, ignoring the shushes that came from the majority around them, decided otherwise. With Mohamed Salah rested on the bench for the first time in a Champions League game this season Klopp tasked Luis Daz with troubling Benfica from the right. The former Porto winger again impressed against his old rivals, with his pace, touch and direct movement a constant thorn in the visitors defence. A threaded ball from Jordan Henderson enabled Daz to exchanges passes with Firmino before darting to the byline and crossing dangerously into the Benfica goalmouth. Goalkeeper Odisseas Vlachodimos, injured moments earlier when saving bravely at the feet of Diogo Jota, fumbled under pressure from James Milner but recovered in time to claw the loose ball away from Firmino. Liverpool remained on the attack and opened the scoring with a repeat of their first goal at Estdio da Luz. Kostas Tsimikas, starting in place of Andy Robertson, swung a corner into the Benfica area where Konat rose above a statuesque Jan Vertonghen and Nicols Otamendi to head inside Vlachodimos left hand corner. Konat had opened his Liverpool account in similar style eight days ago. Lessons had not been learned in the Benfica defence. There were warning signs for Liverpool, however. Everton curled a shot just wide of Alissons top corner in the opening minutes and Nez thought he had cancelled out Konats header with an exquisite chip over the Liverpool goalkeeper. The dangerous centre-forward was offside when racing through on to Evertons pass, however. Benfica were growing more confident on the ball, encouraged by some loose Liverpool play, and levelled for the first time on the night when Gonalo Ramos beat Alisson with a convincing finish. Liverpool looked to VAR to save them with an offside call against Ramos but Milner, challenging Diogo Gonalves in midfield, had inadvertently played the goalscorer through. Liverpool should have restored their lead before the interval but Firmino delayed a pass to an unmarked Daz and gave Alejandro Grimaldo time to sweep clear. The Colombia international was far from impressed. The Brazilian made amends with two goals in quick succession early in the second half. His first was a shambles from a Portuguese perspective. Naby Keta instigated the move with a piercing pass towards Daz. Vlachodimos arrived first but the goalkeeper, impressive in the first leg, fumbled once again and forced Vertonghen into a desperate clearance that he sliced to Jota. The Liverpool striker scuffed his shot across goal but Firmino was on hand to convert into an empty net. Firminos second was a controlled volley at the back post from a Tsimikas free-kick that sailed over the Benfica defence. Liverpool were coasting into the last four and switched off as a result. Benfica substitute Roman Yaremchuk was flagged offside after receiving Julian Weigls pass, rounding Alisson and rolling into an unguarded net. VAR spotted he had been played onside by Joe Gomez and Benfica had a lifeline in the game, if not the tie. A third followed in similar fashion. Nezs cool finish after collecting a long ball out of defence was disallowed and then awarded after a lengthy VAR review. The Uruguay forward struck again in the 95th minute but this time he was offside. Liverpools quest continues.
",0.0
